sequence,score
The perfect gift for someone who might be extraordinarily affected by global warming... ,0.9997789263725281
A story of intimidation and censorship: The great global warming swindle  @YouTube #ClimateScam #tcot #PJNet,0.00972497183829546
"From climate change, to species extinction, to mass human migration due to flooding, hunger and war. Humanity faces…",0.36504703760147095
Great Barrier Reef is A-OK says climate change denier as she manhandles coral  by @mashable… ,0.01816963031888008
"Donald Trump's outlook on climate change could help economy, Alabama expert says ",0.12180931866168976
@PrisonPlanet @DrJillStein and so now I'm burning a tire in my back yard. Sending smoke signal 'man made climate change is merely a tax.',0.0007672522333450615
Great Barrier Reef is A-OK says climate change denier as she manhandles coral  ,0.1020447313785553
"socio- media is key in addressing climate change #JustWrite @ ceackenya @paulakahumbu @vcuonbi .It affects us all, let us fight it jointly",0.9944159984588623
"While global warming has affected the whole planet in recent decades, nowhere has been hit harder than the Arctic. This month, temperatures",0.9966739416122437
Nowhere on earth safe' from climate change as survival challenge grows - The Sydney Morning Herald ,0.014017374254763126
"We cannot blame all of climate change on the West, our activities locally also play a part' #GGIEcoTour ",0.10605347901582718
buy immigrants gray violets global warming slateblue sugar slut leave,0.002226554322987795
Insight: To deal with global warming  we need many of the same things that are absolutely necessary to explore space 1/3,0.9972614049911499
Worse than global warming. ,0.00021603878121823072
The Guardian: Southern Africa cries for help as El Niño and climate change savage maize harvest…  #NewsInTweets,0.02234671451151371
"How IIoT Will help on disaster recovery due to climate change? Thousands of possibilities, climate stations with data analytics plus PI.",0.0572948232293129
"80,000 reindeer die: Is their starvation caused by global warming?  ",0.0014905799180269241
"meanwhile, climate change ",0.34777992963790894
".@aliterative asks if maybe our worries are displaced, because climate change is going to destroy the world anyway.… ",0.002108732471242547
Read how entrepreneurs in the Philippines are tackling climate change:  #GEW2016 ,0.9903980493545532
@JesusSancen gonna tell adrean this proves global warming don't exist,0.002295161597430706
@BillNye what the hell though how are 2 of those most brilliant minds on the planet about to munch into the number 1 cause of climate change,0.9905049204826355
"Talking like Trump - Lektion 14:

'It’s freezing and snowing in New York – we need global warming!”",0.27178633213043213
@GraysonDolan it will eventually bc global warming-,0.99518221616745
"If climate change isn’t real how will the wall melt?' 'If the delegate goes near it, he’s too damn hot and it’ll melt'",0.001254127244465053
Infinite challenge got us so emotional lately. When they went to north pole to keep the polar bears. Proving that global warming is serious,0.9916011691093445
"#Manifest US investors, companies back Paris climate change agreement. Read Blog: ",0.0471448190510273
@Slate I am so happy he is not going to cater to the climate change alarmists.,0.006212563253939152
@wsbtv @NicoleCarrWSB we need more babies to flood the planet with! Because nothing says 'screw global warming!' like more babies!,0.0038773133419454098
"By 2080 vector population is supposed to increase by 200% due to climate change, start taking care of Earth peeps.",0.024087244644761086
"@realDonaldTrump 
Please visit Greenland to see climate change firsthand. We all need a decent place for our future generations.",0.9917138814926147
"It's gonna be 88 degrees in South Texas tomorrow, it's almost December, and people still wanna pretend global warming is fake smh bye",0.008830703794956207
"Chilling:
1. Trump wants to divert NASA $$$ from climate change to space exploration
2. Thiel wants to colonize space for libertarian utopia",0.7291736602783203
@bg38l You reject the overwhelming facts associated with climate change. Are there other objective scientific truths you oppose?,0.03089594841003418
"RT Trump seems ready to fight the world on climate change, and it could cost the US ",0.026578066870570183
Nowhere on earth safe' from climate change as survival challenge grows  #A,0.0006608853000216186
Maybe we can revert global warming after all. ,0.008597060106694698
Why some conservatives still won't accept climate change is real  # via @HuffPostScience,0.013596762903034687
"We must do more than tweet about this . 
Southern Africa cries for help as El Niño and climate change savage harvest ",0.007097077555954456
"@MENnewsdesk doesnt 'believe ' in climate change,doesnt believe in equality,voted against ivory ban....",0.006188730243593454
Pope urges world leaders not to hobble climate change pact ,0.8592671751976013
"Getting used to the snow in Tabuk, KSA (desert) was weird but snowing 190km north of Riyadh? We have serious global warming issues- Wut even",0.004352421499788761
RT VoiceboxOFNaija '[Discussion] Abrupt climate change is here. How do we prep for this?: ...brazil-11 netherlands… ,0.0017889462178573012
"I sorta finished the game, I fought climate change and took a nap with King Ralph. Never left the room. #BestKey  @TristinHopper #thanks",0.9939866065979004
California targets dairy cows to combat global warming   ,0.025159258395433426
David Attenborough on climate change: 'The world will be transformed' – video' ,0.9972977042198181
Pope urges world leaders not to hobble climate change pact  #climatechange,0.6944835186004639
This early winter weather is fantastic. Seasons beautifully crafted and consistent. The fuss of man made climate change painfully academic.,0.9998143315315247
Come at me with 'climate change isn't real'. ,0.00035373910213820636
David #Attenborough on climate change: 'The world will be transformed' – video  #climatechange,0.9329232573509216
California targets dairy cows to combat global warming ,0.025159258395433426
I can't seem to find proof that global warming exists... ,0.0004806210636161268
Why land rights for indigenous peoples could be the answer to climate change ,0.02022440731525421
Google Earth Timelapse lets you see climate change clearer than ever  #The Next Web,0.9685510396957397
@MetroNewsCanada check Sarah Palin's freezer not being affected by climate change and pipes.,0.9701927900314331
@RICgallery @MCOcreate @JustinTrudeau needs to come to the US and smack some sense into Donald Trump. He believes climate change is a hoax.,0.003266422776505351
You can impact climate change. NZEC is driving zero energy buildings. Just do it #GivingTuesday ,0.00412392895668745
My two cents on the global political leadership on climate change in a trump era ,0.9416033625602722
"California targets cow gas, belching and manure as part of global warming fight ",0.0246576014906168
@advodude @RickGrimes241 It's real. It's happening. Yes this fire was caused by a human. Just like global warming!,0.9988331198692322
Syfy's 'Incorporated' imagines future ravaged by climate change  via @CNN ,0.9487668871879578
Why the Democrats need to get radical on climate change ,0.019804665818810463
The gathering storm of our generation: a chaotic maelstrom of populism and climate change bearing down on a world paralysed by post-truth,0.9877182245254517
Google Earth's Timelapse update illustrates 30 years of climate change ,0.8864846229553223
"@zarahs He probably thinks of fires the same way he does global warming &amp; weather. Things just burn sometimes, always have. 😳",0.01758149452507496
Trump’s climate change denial will lead to thousands—maybe millions—of deaths ,0.0018638203619048
@KeithOlbermann One conspiracy I believe in is the US media neglect of climate change during endless campaign to the bottom. We R Screwed.,0.0019978382624685764
"David Attenborough on climate change: 'The world will be transformed'

",0.9991027116775513
"@katlivezey @By_Any_Means1 @CalicoFrank  Prayers are nice, but combatting climate change is what reality matters.",0.9957566857337952
"climate change poses serious threat to humanity and countries, I mean some of it has been happening or part of... ",0.00540467444807291
WAIT!! I thought climate change was our fault ?!? ,0.0004613126802723855
@realDonaldTrump NASA provides proof of climate change. I'm sure you could talk to them yourself. Please do that. ,0.9977450370788574
"Largest all-female expedition braves Antarctica to fight inequality, climate change: LONDON (Thomson Reuters…… ",0.9959630370140076
@AlexxKoenigg @KarenMKunkle plug your butt hole then if your so worried about methane causing global warming. How many millions fart a day?,0.002094943542033434
Ljubljana utility planning more anti-pollution projects - With November dedicated to adapting to climate change... ,0.07234898209571838
